Texto,Emoción
"not being able to see anyone again, who knows where they really went, you know. I mean, I guess we can just hope that wherever they are now if it's anywhere that it's better I mean.",sad
"Yes. Well, at least you have a lot of good memories.",sad
She was [garbage],sad
"She really cared about you, you know.",sad
"Yes, I mean she cared about all of us. She was great",sad
so loving everybody you know.,sad
And she was,sad
"Gosh, I just hate I just hate to see her go.",sad
Yeah.,sad
We were all going take a trip to Europe you know.,sad
Even if you still do she'll- she'll be there.,sad
Yes. [BREATHING] God.,sad
Are you going to be okay?,sad
"I just -- I just don't get it, like there is just nothing you can do about it you know, it's like just out of your control and it",sad
"just makes it that much harder to deal 'cause as much as you want to, you know, make her better, see her not in any pain, it's like, just I don't know, just has a mind of its own.",sad
"It's going to be okay, I promise.",sad
"Well, you know I appreciate you coming over and talking to me, I mean it definitely helps",sad
Sure,sad
to talk to somebody but,sad
you shouldn't be alone,sad
"It's just going to take a while, I think.",sad
Yes.,sad
Ah.,sad
Thank you.,sad
Yes.,sad
"Oh, U.S.C.? Oh my Gosh, that's awesome, that was your top choice, right?",surprise
it was you know I wasn't too sure I mean you know it was kind of last minute for like the application,happy
and everything like but,happy
"it was good, yeah. I mean-",happy
No but that's an awesome school. That's so cool.,happy
"Oh, totally totally.",happy
you get to like be a part of that.,happy
"Like you get to be a part of that. Like the, like the- Like a cult.",happy
"[LAUGHTER] like a- like a- [LAUGHTER] No, but I mean like everywhere you go people know who you are.",happy
So you know what you are going to do there?,happy
"What's that? ahh Well, you know I'm I'm thinking um I'm leaning towards like communications",happy
"I-I don't know. Kind of a broad,",happy
"Okay. They have a lot of good schools, right?",happy
"yeah, I mean a lot-a lot of good stuff oh, yeah, I mean it's- it's just a really good school; so really, whatever I pick I can't go wrong. I mean I'm just",happy
"I'm looking forward to getting there. I mean, God, the campus is cool, you know it's like all just very confined I mean just you know it's a college campus you know it's like",happy
"Yes, it's intimate.",happy
I will do the best I can.,happy
"Oh, alright.",happy
"and we'll explore and you going to have such a good time, you're going to fit in so well, it's going to be awesome",happy
So Congratulations. That's awesome.,happy
All right. Customer service this is Steve.,neutral
"Right. No, yes I know. It is-It is a little frustrating.",neutral
"I- I'll give you a little hint, next time if it asks if you're on a rotary phone you know, just stay on the line instead of - instead of hitting one or two to say if you're like on a touch tone",neutral
"pretend like your on a rotary phone, goes straight through to a person.",neutral
I know they don't tell you that kind of thing.,neutral
"Sorry. Okay. Um-, yes",neutral
"Thank you very much. Um So I have a charge on my credit card that, um, isn't mine.",neutral
"Uh, I don't know where it came from and it's actually quite large, and I don't have the money for it so",neutral
"Yea. All right. Well, let me-let me look it up here for a second. Uh, so i think",neutral
"Okay, it was um- at the [GARBAGE] sorry, it was at a department store, I think it was Macy's or something",neutral
"Okay, Alright, yeah. I- I see it on here.",neutral
"All right. Well, you know that's, that's what we have all of our protection plans for and everything like that so I mean it's",neutral
it- it'll work out fine.,neutral
"Yes, we'll get- we'll get rid of it right now. I mean just we're going to have to have you, um, submit something you know, we're going to have to have you mail something in for us, okay.",neutral
"So- So you can um find that application. You have the Internet, you can go to our website.",neutral
Yeah. Yeah. You get the form right now. and- yeah,neutral
"We could mail it to you as well, but-",neutral
"Right. You can go online, print it out, and just fill out the form and um- send it to us um- you know, regarding the grievance and-",neutral
and it'll get taken off um- no problem you know,neutral
Right. I mean we might,neutral
Okay.,neutral
So is there any- I mean what if they spend something again?,fear
"Uh, I mean have you been shopping around on the Internet and stuff? I mean that you gave-",neutral
I did buy one thing on ebay I don't know that might-,neutral
"Uh-ha, I mean usually sites are pretty well protected but sometimes I mean information gets out, so",neutral
so it is a little a little hard in that situation if you want -- you know you can -um- we can- we can issue another credit card.,neutral
"Oh, really?",surprise
"Yeah, yeah. Maybe we'll, uh-",neutral
it's a different number and everything,neutral
Yeah. yeah.,neutral
"Yes, um but for- for that- for that charge we will need you to send something in but we can get you processed immediately for this, for this, for this new card. It still goes to the same address, right?",neutral
Okay. All right. Then we'll get it sent out there. And,neutral
Great.,happy
And you know just I mean be careful in the future if um,neutral
Yeah.,happy
if you're ever online or anything like that I mean just make sure it's a secure site and,neutral
"and never you know, give it to anyone out, never even give out your number to any like unreliable company that you haven't heard of or anything like that, all right? Because, um, we want to- we definitely want to help you out, but-",neutral
"Right, right.",neutral
"Okay, great.",neutral
"Yeah, totally.",neutral
you know it gets- it gets difficult you know so Alright.,neutral
Well thank you so much. You've been very helpful. I really appreciate it.,happy
"Alright Yes, I'm sorry for all the inconvenience but we'll get it taken care of.",neutral
Thank you very much bye.,happy
I don't know. When it cracked he ran into the house and cried in the kitchen.,sad
No. I figured it was best to leave him alone.,sad
I could hear him right through the floor in my room.,sad
We've got to say it to him.,angry
"For God sakes it's been three years, nobody comes back after three years, that's insane.",angry
You know why I brought Annie here don't you?,neutral
You know.,neutral
I got an idea but what's the story?,neutral
I'm going to ask her to marry me.,neutral
"Well, you want to make sure that your father isn't-",neutral
See it isn't just my business-,angry
From father's point of you he isn't dead and you have no right to take his girl.,neutral
"I don't know why but every time I reach out for something that I really want, I have to pull back 'cause someone else will suffer. My whole bloody life, time after time after time.",angry
